Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Darwin,The Origin of Species,"Cambridge Library Collection - Darwin, Evolution and Genetics",Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Evolutionary Biology, History of Science",https://doi.org/10.1017/CBO9780511694295
9.78E+12,Fourier,Theorie Analytique de la Chaleur,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9780511693229
9.78E+12,Sultanian,Gas Turbines,Cambridge Aerospace Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Engineering, Fluid Dynamics and Solid Mechanics, Thermal-Fluids Engineering, Aerospace Engineering",https://doi.org/10.1017/9781316755686
9.78E+12,Kovacs/Brinsden/DeCherney,In-Vitro Fertilization,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, History, Medicine, History of Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/9781108551946
9.78E+12,Southwick/Charney,Resilience,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/9781108349246
9.78E+12,Schaefer et al,Information Theoretic Security and Privacy of Information Systems,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Communications and Signal Processing, Wireless Communications",https://doi.org/10.1017/9781316450840
9.78E+12,Klein,Basic Concepts in Data Structures,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computer Science, Discrete Mathematics Information Theory and Coding, Algorithmics, Complexity, Computer Algebra, Computational Geometry",https://doi.org/10.1017/CBO9781316676226
9.78E+12,Kozubek,Modern Prometheus,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Biotechnology, Genomics, Bioinformatics and Systems Biology",https://doi.org/10.1017/CBO9781316771440
9.78E+12,Stefan/Gill,Skeletal Biology of the Ancient Rapanui (Easter Islanders),Cambridge Studies in Biological and Evolutionary Anthropology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Evolutionary Biology, Biological Anthropology and Primatology",https://doi.org/10.1017/CBO9781139151856
9.78E+12,Dowek/Guillot/Roman,"Computation, Proof, Machine",,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computer Science, Recreational Mathematics, Computing: General Interest",https://doi.org/10.1017/CBO9781139026581
9.78E+12,Owen,A Monograph of the Fossil Reptilia of the Liassic Formations,Cambridge Library Collection - Monographs of the Palaeontographical Society,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Earth and Environmental Sciences, Evolutionary Biology, Palaeontology and Life History",https://doi.org/10.1017/CBO9781316154779
9.78E+12,Burtenshaw/Benger/Nolan,Emergency Airway Management,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Emergency Medicine",https://doi.org/10.1017/CBO9781107707542
9.78E+12,Unger/Smolin,The Singular Universe and the Reality of Time,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, Philosophy, Physics And Astronomy, Philosophy of Science, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781139696487
9.78E+12,Hussain/Coleman,Design and Development of Training Games,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Psychology, Computer Science, Educational Psychology, Computing and Society",https://doi.org/10.1017/CBO9781107280137
9.78E+12,Silverman,A Certain Uncertainty,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, General and Classical Physics, Statistical Physics",https://doi.org/10.1017/CBO9781139507370
9.78E+12,Cunningham Owens,A Guide to the Extrapyramidal Side-Effects of Antipsychotic Drugs,,Monographs,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Neurology and Clinical Neuroscience, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9781139149112
9.78E+12,Giannoudis/Pape,Practical Procedures in Orthopaedic Trauma Surgery,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Surgery, Emergency Medicine",https://doi.org/10.1017/CBO9780511862328
9.78E+12,Turnbull,"A Voyage Round the World, in the Years 1800, 1801, 1802, 1803, and 1804",Cambridge Library Collection - History of Oceania,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, History, Geography, Australian History, Historical Geography",https://doi.org/10.1017/CBO9781139410564
9.78E+12,Barendregt/Dekkers/Statman,Lambda Calculus with Types,Perspectives in Logic,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Mathematics, Programming Languages and Applied Logic, Logic, Categories and Sets",https://doi.org/10.1017/CBO9781139032636
9.78E+12,Fagents/Gregg/Lopes,Modeling Volcanic Processes,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Mineralogy, Petrology and Volcanology, Earth and Environmental Science: General Interest",https://doi.org/10.1017/CBO9781139021562
9.78E+12,Moore,Fungal Biology in the Origin and Emergence of Life,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Evolutionary Biology, Plant Sciences",https://doi.org/10.1017/CBO9781139524049
9.78E+12,Holden/Layfield/Matthews,The Zebrafish,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Molecular Biology, Biochemistry, and Structural Biology, Cell Biology and Developmental Biology",https://doi.org/10.1017/CBO9781139198431
9.78E+12,Eldar/Kutyniok,Compressed Sensing,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Computer Science, Communications and Signal Processing, Computer Graphics, Image Processing and Robotics",https://doi.org/10.1017/CBO9780511794308
9.78E+12,Caspard/Leclerc/Monjardet,Finite Ordered Sets,Encyclopedia of Mathematics and its Applications,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Discrete Mathematics Information Theory and Coding, Logic, Categories and Sets",https://doi.org/10.1017/CBO9781139005135
9.78E+12,Downarowicz,Entropy in Dynamical Systems,New Mathematical Monographs,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511976155
9.78E+12,Brown/Eagles,Teaching Psychiatry to Undergraduates,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781108635363/type/BOOK
9.78E+12,Zabriskie,Essential Clinical Immunology,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medicine: General Interest, Oncology",https://doi.org/10.1017/CBO9780511575266
9.78E+12,Goffinet/Shaw,Bryophyte Biology,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Plant Sciences, Ecology and Conservation",https://www.cambridge.org/core/product/identifier/9780511754807/type/BOOK
